asset_id,location_id,original_latitude,original_longitude,facility_name,risk_category,suburb
762,113791,-36.4902131,145.3384954,Toolamba Kindergarten and Children's Services,CAT 3,Toolamba
763,113791,-36.4902131,145.3384954,Toolamba OHSC,CAT 3,Toolamba
764,113791,-36.4902131,145.3384954,Toolamba Preschool,CAT 3,Toolamba
765,113791,-36.4902131,145.3384954,Toolamba Primary School,CAT 3,Toolamba
766,141602,-37.5355267,145.4720338,Toolangi Primary School,CAT 2,Toolangi
767,141602,-37.5355415,145.4719085,Toolangi Primary School Council,CAT 2,Toolangi
768,252410,-37.6063272,144.594793,Toolern Vale and District Primary School,CAT 3,Toolern Vale
769,252410,-37.6063272,144.594793,Toolern Vale OSHClub,CAT 3,Toolern Vale
770,293145,-37.8516832,148.0508218,Toorloo Arm Primary School,CAT 3,Lake Tyers Beach
771,369935,-38.2981132,146.5416019,Traralgon South Kindergarten,CAT 3,Traralgon South
772,369935,-38.2981132,146.5416019,Traralgon South Primary School,CAT 3,Traralgon South
773,95789,-37.3879191,144.3281616,Trentham District Primary School,CAT 3,Trentham
774,95789,-37.3879191,144.3281616,Trentham District PS TheirCare,CAT 3,Trentham
775,95789,-37.3887295,144.326965,Trentham Early Learning,CAT 3,Trentham
776,324167,-38.2605591,145.1654714,Tyabb Primary School,CAT 3,Tyabb
777,312444,-38.1489632,146.4807266,Tyers Kindergarten,CAT 3,Tyers
778,312444,-38.1489784,146.481806,Tyers Primary School,CAT 3,Tyers
779,312444,-38.1489784,146.481806,Tyers Primary School (OSHC),CAT 3,Tyers
780,56259,-37.3248674,144.4092169,Tylden Primary School,CAT 3,Tylden
781,309132,-35.1711608,141.8140655,Underbool Primary School,CAT 3,Underbool
782,2582,-38.0053878,145.4120474,Upper Beaconsfield Community Early Learning Centre,CAT 2,Beaconsfield Upper
783,2581,-37.996632,145.4150424,Upper Beaconsfield Kindergarten,CAT 2,Beaconsfield Upper
784,273246,-38.0058,145.4096,Upper Beaconsfield McBride Road Kindergarten,CAT 2,Beaconsfield Upper
785,331028,-37.8966484,145.3138693,Upper Ferntree Gully Primary School,CAT 3,Upper Ferntree Gully
786,331028,-37.8964112,145.3155251,Upper Gully OSH,CAT 3,Upper Ferntree Gully
787,124822,-37.4243205,145.0581114,Upper Plenty Primary School,CAT 3,Upper Plenty
788,124822,-37.4243205,145.0581114,Upper Plenty PS TheirCare,CAT 3,Upper Plenty
789,388312,-36.3551736,147.1131426,Upper Sandy Creek Primary School,CAT 3,Sandy Creek
790,269963,-37.7909514,145.6248742,Upper Yarra Secondary College,CAT 3,Yarra Junction
791,208248,-37.9037079,145.3348573,Upwey High School,CAT 3,Upwey
792,156718,-37.9021585,145.3310176,Upwey Preschool,CAT 3,Upwey
793,156718,-37.9036351,145.3334088,Upwey Primary School,CAT 3,Upwey
794,156718,-37.9036351,145.3334088,Upwey PS TheirCare,CAT 3,Upwey
795,156720,-37.9169205,145.3225575,Upwey South Preschool,CAT 3,Upwey South
796,156719,-37.9130754,145.3256514,Upwey South Primary School,CAT 3,Upwey
797,156719,-37.9130754,145.3256514,Upwey South PS TheirCare,CAT 3,Upwey
798,413346,-36.7829222,144.313268,Victory Christian College,CAT 3,Strathdale
799,413346,-36.7833898,144.3126242,Victory Christian College TheirCare,CAT 3,Kennington
800,209937,-36.1775932,146.9403564,Village Early Education Baranduda,CAT 3,Baranduda
801,423407,-36.7428104,144.2057054,Village Early Education Maiden Gully,CAT 3,Maiden Gully
802,251458,-37.763028,145.2919016,Village School,CAT 3,Croydon North
803,294506,-38.1890809,145.1039157,Walkers Road Preschool,CAT 3,Mount Eliza
804,325605,-38.2181356,144.5077112,Wallington Primary School,CAT 3,Wallington
805,436820,-36.7690856,146.9841251,Wandiligong Primary School,CAT 2,Wandiligong
806,158582,-37.7695554,145.408757,Wandin North Primary School,CAT 3,Wandin North
807,158582,-37.7695554,145.408757,Wandin North PS TheirCare,CAT 3,Wandin North
808,289161,-37.7812538,145.4273736,Wandin Preschool,CAT 3,Wandin North
809,269954,-37.7897291,145.4362473,Wandin Yallock Primary School,CAT 3,Wandin North
810,269954,-37.7897291,145.4362473,Wandin Yallock Primary School OSHC,CAT 3,Wandin North
811,89317,-37.3585379,145.0299951,Wandong Kindergarten,CAT 3,Wandong
812,67240,-37.3630841,145.0269257,Wandong Primary School,CAT 3,Wandong
813,67240,-37.3630841,145.0269257,Wandong PS TheirCare,CAT 3,Wandong
814,87539,-36.355371,146.3288304,Wangaratta Primary School,CAT 3,Wangaratta
815,87539,-36.355371,146.3288304,Wangaratta PS TheirCare,CAT 3,Wangaratta
816,249659,-37.754065,145.701073,Warburton Preschool,CAT 2,Warburton
817,249659,-37.7554085,145.7004524,Warburton Primary School,CAT 2,Warburton
818,249659,-37.7554085,145.7004524,Warburton Primary School Combined OSHC,CAT 2,Warburton
819,254559,-37.7422772,145.2304753,Warrandyte Childcare and Preschool Centre Co-operative Limited,CAT 2,Warrandyte
820,254555,-37.7465024,145.185107,Warrandyte High School,CAT 2,Warrandyte
821,254557,-37.7451653,145.2083922,Warrandyte Kindergarten,CAT 2,Warrandyte
822,254558,-37.7423845,145.2147247,Warrandyte Primary School,CAT 1,Warrandyte
823,254558,-37.7423845,145.2147247,Warrandyte Primary School,CAT 1,Warrandyte
824,314656,-38.3686153,144.9140255,Waterfall Gully Preschool,CAT 3,Rosebud
825,247557,-37.6685936,145.1822946,Wattle Glen Primary School,CAT 3,Wattle Glen
826,254436,-37.8427759,145.1085791,Wattle Hill Kindergarten,CAT 3,Burwood
827,453762,-37.3550456,143.6335172,Waubra Children's Service,CAT 3,Waubra
828,453671,-37.3535593,143.634448,Waubra Primary School,CAT 3,Waubra
829,453671,-37.3535593,143.634448,Waubra Primary School (OSHC),CAT 3,Waubra
830,358365,-36.4173138,143.6187809,Wedderburn College,CAT 3,Wedderburn
831,358365,-36.4173138,143.6187809,Wedderburn College (OSHC),CAT 3,Wedderburn
832,358364,-36.4181455,143.6096234,Wedderburn Preschool,CAT 3,Wedderburn
833,233969,-34.3915992,141.5933207,Werrimull P-12 School,CAT 3,Werrimull
834,291014,-37.768967,145.6476071,Wesburn Primary School,CAT 2,Wesburn
835,291014,-37.768967,145.6476071,Wesburn Primary School OSHC,CAT 2,Wesburn
836,30448,-38.2795999,141.404788,Wesley College - Lochend Camp,CAT 3,Cape Bridgewater
837,459936,-37.9462727,147.687219,Wesley College - Mallana Camp,CAT 3,Banksia Peninsula
838,174667,-37.5817624,145.4764057,Wesley College Melbourne - Chum Creek Outdoor Education Campus,CAT 1,Chum Creek
839,294183,-38.3098145,145.1753202,Western Port Secondary College,CAT 3,Hastings
840,311851,-37.9302008,145.4444294,Where We Grow - Emerald,CAT 3,Emerald
841,360195,-37.9530956,145.5534277,Where We Grow - Gembrook,CAT 3,Gembrook
842,270036,-37.791057,145.2003117,Whitefriars College - Whitefriars College Inc.,CAT 3,Donvale
843,437270,-36.7642537,146.4148745,Whitfield Community Child Care Centre,CAT 3,Whitfield
844,437270,-36.765912,146.411952,Whitfield District Primary School,CAT 3,Whitfield
845,437270,-36.765912,146.411952,Whitfield District Primary School - OSHC,CAT 3,Whitfield
846,315814,-38.0727533,146.1800381,Willow Grove Kindergarten,CAT 3,Willow Grove
847,315814,-38.0700022,146.1764874,Willow Grove Primary School,CAT 3,Willow Grove
848,315814,-38.0700022,146.1764874,Willow Grove Primary School Out of School Hours Care,CAT 3,Willow Grove
849,243046,-37.0702364,144.2080321,Winters Flat OSHClub,CAT 3,Castlemaine
850,243046,-37.0702364,144.2080321,Winters Flat Primary School,CAT 3,Castlemaine
851,452576,-37.6709613,143.6550296,Woady Yaloak Kindergarten,CAT 3,Scarsdale
852,452577,-37.6815909,143.6565392,Woady Yaloak OSHClub - Scarsdale Campus,CAT 3,Scarsdale
853,452577,-37.6815909,143.6565392,Woady Yaloak Primary School - Scarsdale Campus,CAT 3,Scarsdale
854,239676,-36.1730513,146.9396248,Wodonga Catholic Parish OSHC - St Francis Campus,CAT 3,Baranduda
855,265321,-37.7399853,145.268774,Wonga Park Community Cottage Child Care Centre,CAT 3,Wonga Park
856,264569,-37.7327268,145.2725229,Wonga Park Primary School,CAT 3,Wonga Park
857,251074,-37.7308019,145.273465,Wonga Park PS TheirCare,CAT 3,Wonga Park
858,67196,-37.3559989,144.53033,Woodend Kindergarten,CAT 3,Woodend
859,67196,-37.353237,144.5327721,Woodend Primary School,CAT 3,Woodend
860,56623,-37.2830871,144.5042909,Woodend Primary School - Carlsruhe Campus,CAT 3,Carlsruhe
861,43072,-38.3164932,142.4848464,Woodford Primary School,CAT 3,Woodford
862,43072,-38.3164932,142.4848464,Woodford PS TheirCare,CAT 3,Woodford
863,294507,-38.19713,145.1017576,Woodland Early Learning Centre,CAT 3,Mount Eliza
864,325605,-38.2181356,144.5077112,Woodlands House Outside School Hours Care Program,CAT 3,Wallington
865,322805,-38.135274,145.2038946,Woodlands Primary School,CAT 3,Langwarrin
866,9554,-38.5274993,146.8761539,Woodside Primary School,CAT 3,Woodside
867,387210,-36.2898753,146.7310619,Wooragee Primary School,CAT 2,Wooragee
868,147382,-37.7785073,145.5300914,Woori Yallock Kindergarten,CAT 3,Woori Yallock
869,147382,-37.7762862,145.5318904,Woori Yallock Primary School,CAT 3,Woori Yallock
870,324299,-35.2899278,143.453306,Woorinen District Primary School,CAT 3,Woorinen South
871,151801,-37.6831793,145.5094724,Worawa Aboriginal College,CAT 3,Healesville
872,294426,-38.1073399,147.039479,Wurruk Kindergarten,CAT 3,Wurruk
873,294426,-38.1073399,147.039479,Wurruk Primary School,CAT 3,Wurruk
874,387416,-36.3087445,146.8463646,Yackandandah Kindergarten,CAT 3,Yackandandah
875,379610,-36.3124289,146.8373871,Yackandandah Primary School,CAT 3,Yackandandah
876,379610,-36.3124289,146.8373871,Yackandandah Primary School Outside School Hours Care,CAT 3,Yackandandah
877,252496,-37.699617,145.1141673,Yandell Kindergarten,CAT 3,Greensborough
878,292525,-37.2157176,144.0875527,Yandoit Primary School,CAT 2,Yandoit
879,276679,-37.780996,145.6121691,Yarra Centre,CAT 3,Yarra Junction
880,165393,-37.7738735,145.3846815,Yarra Hills Secondary College - Mount Evelyn Campus,CAT 3,Mount Evelyn
881,276678,-37.7786902,145.6054105,Yarra Junction Primary School,CAT 3,Yarra Junction
882,276678,-37.7786902,145.6054105,Yarra Junction PS TheirCare,CAT 3,Yarra Junction
883,252449,-37.6141003,145.1893461,Yarra Me School - Hurstbridge Farm Campus,CAT 0,Nutfield
884,165393,-37.7755382,145.3861142,Yarra Ranges Special Developmental School,CAT 2,Mount Evelyn
885,332280,-37.8722436,146.7808973,Yarra Valley Grammar School - Wootton Lodge,CAT 2,Coongulla
886,255144,-37.7293095,145.2141463,Yarra Warra Preschool,CAT 3,North Warrandyte
887,6734,-38.519012,146.6478517,Yarram Secondary College - Devon North Campus,CAT 2,Devon North
888,258096,-37.6397293,145.1364606,Yarrambat / Plenty Preschool,CAT 3,Yarrambat
889,255502,-37.6418007,145.1319507,Yarrambat Primary Out of School Hours Care,CAT 3,Yarrambat
890,255502,-37.6407796,145.133264,Yarrambat Primary School,CAT 3,Yarrambat
891,102830,-37.7052983,145.3824589,Yering Primary School,CAT 3,Yering
892,378102,-38.3724907,146.3716043,Yinnar South Primary School,CAT 0,Yinnar South
893,363822,-38.3692178,146.3645498,Yinnar South PS TheirCare,CAT 0,Yinnar South
894,414162,-36.7057961,144.2377963,YMCA – Eaglehawk North Primary School OSHC,CAT 3,Eaglehawk
895,152346,-36.743012,144.2737154,YMCA Lightning Reef Primary School OSHC,CAT 3,North Bendigo
896,425927,-36.7240566,144.2175147,YMCA Victoria – Marist College After School Program,CAT 3,Maiden Gully
897,364399,-38.134732,145.8963902,3C Kidz Care - Chairo Drouin,CAT 4,Drouin East
898,360210,-38.0954401,145.548004,3C Kidz Care - Chairo Pakenham,CAT 4,Nar Nar Goon
899,339272,-37.8780697,145.2150638,3C Kidzcare Waverley,CAT 4,Wantirna South
900,322872,-38.1524713,145.1959553,Acacia Park Early Learning Centre and Kindergarten,CAT 4,Langwarrin
901,312997,-38.0257565,147.1133856,Airly Primary School,CAT 4,Airly
902,255810,-37.624894,145.0373755,Al Siraat College,CAT 4,Epping
903,255810,-37.624894,145.0373755,Al Siraat College - Al Siraat Online College,CAT 4,Epping
904,255810,-37.624894,145.0373755,Al Siraat College OSHC- Extend,CAT 4,Epping
905,15996,-38.6180841,146.6667143,Alberton Primary School,CAT 4,Alberton
906,324151,-38.117451,145.1617983,AlderCt Child and Family Centre,CAT 4,Frankston North
907,324151,-38.117451,145.1617983,AlderCt Primary School,CAT 4,Frankston North
908,32966,-38.3602834,141.6095084,All Saints Parish School,CAT 4,Portland
909,63614,-38.3859638,142.598193,Allansford & District Preschool,CAT 4,Allansford
910,56026,-38.386152,142.590033,Allansford & District PS TheirCare,CAT 4,Allansford
911,56026,-38.3865068,142.5908603,Allansford and District Primary School,CAT 4,Allansford
912,273972,-37.8100622,144.6955674,Al-Taqwa College - Olive Branch Annexe,CAT 4,Tarneit
913,322937,-38.1505762,145.1894031,ALTO Montessori Early Learning and Kindergarten,CAT 4,Langwarrin
914,160022,-38.2415866,143.5033952,Alvie Primary School,CAT 4,Alvie
915,265126,-37.6393594,144.8795159,AMIGA Montessori Greenvale,CAT 4,Greenvale
916,181524,-38.7541154,143.6622383,Apollo Bay Child Care Services,CAT 4,Apollo Bay
917,181524,-38.7533321,143.6611779,Apollo Bay Kindergarten,CAT 4,Apollo Bay
918,181524,-38.7533321,143.6611779,Apollo Bay P-12 College,CAT 4,Apollo Bay
919,445397,-37.276128,142.9320617,Ararat Child Care & Kinder Retreat,CAT 4,Ararat
920,445880,-37.2938737,142.943235,Ararat Secondary College - School Farm Campus,CAT 4,Ararat
921,103829,-36.3853991,145.3120624,Ardmona Primary School,CAT 4,Ardmona
922,103829,-36.3853991,145.3120624,Ardmona Primary School Council outside hours care,CAT 4,Ardmona
923,315524,-38.2279823,144.3549542,Aspire Early Education & Kindergarten Armstrong Creek,CAT 4,Armstrong Creek
924,314030,-38.1291658,145.2939628,Aspire Early Education & Kindergarten Cranbourne East,CAT 4,Cranbourne East
925,265283,-37.7286791,144.7083271,Aspire Early Education & Kindergarten Deanside,CAT 4,Plumpton
926,96158,-37.4732276,144.9688282,Aspire Early Education And Kindergarten Beveridge,CAT 4,Beveridge
927,305682,-38.0854531,145.3034118,Aspire Early Education And Kindergarten Cranbourne North (Thompson),CAT 4,Cranbourne North
928,265282,-37.7223615,144.6979837,Aspire Early Education And Kindergarten Deanside Village,CAT 4,Deanside
929,142278,-37.5416173,144.96394,Aspire Early Education and Kindergarten Donnybrook,CAT 4,Donnybrook
930,58382,-37.7164592,144.5955903,Aspire Early Education Atherstone Estate,CAT 4,Strathtulloh
931,58382,-37.7147746,144.5953176,Aspire Early Education Cobblebank,CAT 4,Cobblebank
932,247534,-37.6698033,144.8853456,Attwood Child Care Centre and Kindergarten,CAT 4,Attwood
933,461876,-38.1228483,145.25771,Aussie Kindies Early Learning Cranbourne,CAT 4,Cranbourne
934,412507,-36.5542303,145.9969015,Australian Christian College - Benalla,CAT 4,Benalla
935,209864,-36.1454114,144.7319015,Australian Christian College - Echuca,CAT 4,Echuca
936,327526,-35.3778141,143.5464555,Australian Christian College – Swan Hill,CAT 4,Swan Hill
937,162601,-36.9015029,145.2378861,Avenel Early Childhood Service,CAT 4,Avenel
938,162602,-36.9052919,145.2366312,Avenel Primary School,CAT 4,Avenel
939,452697,-37.0906888,143.4693741,Avoca Preschool,CAT 4,Avoca
940,252313,-36.7858904,144.5012386,Axedale Primary School,CAT 4,Axedale
941,252313,-36.7858904,144.5012386,Axedale PS TheirCare,CAT 4,Axedale
942,140399,-37.6888495,144.4323698,Bacchus Marsh Grammar - Maddingley Campus,CAT 4,Bacchus Marsh
943,71375,-37.8757969,144.2691011,Bacchus Marsh Grammar Staughton Vale Farm Campus,CAT 4,Staughton Vale
944,292217,-37.8417326,147.5771827,Bairnsdale Christian College,CAT 4,Bairnsdale
945,252382,-37.5987688,144.2232458,Ballan Community Kindergarten,CAT 4,Ballan
946,448880,-37.5942253,143.8450388,Ballarat Christian College,CAT 4,Sebastopol
947,448873,-37.5048355,143.8403962,Ballarat Grammar - Ballarat Grammar Mount Rowan Campus,CAT 4,Mount Rowan
948,416451,-37.2389237,141.8239633,Balmoral and District Kindergarten,CAT 4,Balmoral
949,416451,-37.2389237,141.8239633,Balmoral K-12 Community College,CAT 4,Balmoral
950,414988,-37.2494007,141.8411979,Balmoral Uniting Early Learning,CAT 4,Balmoral
951,279479,-38.3721668,145.1288332,Balnarring Early Learning Centre,CAT 4,Balnarring
952,314156,-38.0889469,145.2680874,Bambino's Kindergarten Cranbourne West,CAT 4,Cranbourne West
953,196624,-36.1521496,146.926408,Bandiana Primary School,CAT 4,Bandiana
954,196624,-36.1521496,146.926408,Bandiana PS TheirCare,CAT 4,Bandiana
955,439159,-36.6976575,142.2046131,Bani Manya Kindergarten,CAT 4,Horsham
956,29095,-38.1921451,146.257429,Baringa Special School,CAT 4,Moe
957,295369,-38.2774031,144.4880094,Barwon Heads Primary School,CAT 4,Barwon Heads
958,20032,-38.594638,145.5930431,Bass Coast Children's Centre,CAT 4,Wonthaggi
959,15903,-38.6075637,145.5942798,Bass Coast College - Community VCAL Program Campus,CAT 4,Wonthaggi
960,15901,-38.6065981,145.5814427,Bass Coast College - Dudley Campus,CAT 4,Wonthaggi
961,15301,-38.5278069,145.3896644,Bass Coast College - San Remo Campus,CAT 4,San Remo
962,15903,-38.6105618,145.5999783,Bass Coast College - Wonthaggi Campus,CAT 4,Wonthaggi
963,15903,-38.6099925,145.5976847,Bass Coast Specialist School,CAT 4,Wonthaggi
964,15903,-38.6099925,145.5976847,Bass Coast SS TheirCare,CAT 4,Wonthaggi
965,323752,-38.4303991,145.4888435,Bass Valley Primary School,CAT 4,Corinella
966,311905,-38.416968,145.4302774,Bass Valley Uniting Early Learning,CAT 4,Corinella
967,324225,-38.1975633,145.1525482,Baxter Kindergarten & Children's Centre,CAT 4,Baxter
968,322943,-38.2077859,145.1797679,Baxter Primary School,CAT 4,Baxter
969,24568,-38.1769277,145.565516,Bayles Regional Primary School,CAT 4,Bayles
970,324156,-38.1589772,145.1593345,Bayview Preschool,CAT 4,Frankston
971,394461,-38.0562846,145.3854378,Beaconsfield Children's Hub Panorama Estate,CAT 4,Beaconsfield
972,285304,-38.0457315,145.3671288,Beaconsfield Kindergarten,CAT 4,Beaconsfield
973,435060,-37.4367672,143.3831002,Beaufort Early Childhood Centre,CAT 4,Beaufort
974,435060,-37.4365937,143.3819764,Beaufort Primary School,CAT 4,Beaufort
975,435060,-37.4365937,143.3819764,Beaufort Secondary College,CAT 4,Beaufort
976,158443,-38.1941106,143.6436089,Beeac Primary School,CAT 4,Beeac
977,158442,-38.1935508,143.6378217,Beeac Primary School Outside School Hours Care,CAT 4,Beeac
978,447441,-37.5649361,143.7833392,Beginnings Early Learners,CAT 4,Alfredton
979,325353,-38.2584023,144.5412379,Bellarine Aquatic & Sport Centre - BASC,CAT 4,Ocean Grove
980,271205,-38.1875641,144.5524505,Bellarine Secondary College - Drysdale Campus,CAT 4,Drysdale
981,305493,-38.1740002,144.4031774,Bellarine Twinklekids  Early Learning Centre,CAT 4,Moolap
982,448878,-37.5837357,143.8433355,Berry Street Victoria Inc - Berry Street School - Ballarat Campus,CAT 4,Sebastopol
983,378025,-38.2339197,146.383493,Berry Street Victoria Inc - Berry Street School - Morwell Campus,CAT 4,Morwell
984,355668,-35.2322535,143.4792707,Beverford District Primary School,CAT 4,Beverford
985,96157,-37.4694746,144.9550823,Beveridge Primary School - Ambrosia Way Campus,CAT 4,Beveridge
986,96159,-37.4727655,144.9777244,Beveridge Primary School - Arrowsmith Street Campus,CAT 4,Beveridge
987,252438,-37.6150462,145.0324658,Big Childcare - Glowrey Catholic PS OSHC,CAT 4,Wollert
988,130896,-37.5807814,144.9392994,Big Childcare - Hume Anglican OSHC,CAT 4,Craigieburn
989,315699,-38.223948,144.327781,Big Childcare - Mirripoa PS OSHC,CAT 4,Mount Duneed
990,259354,-37.7052149,144.8218512,Big Childcare - Overnewton ACC Yirramboi OSHC,CAT 4,Keilor
991,322590,-38.0647309,145.5097959,Big Childcare - Pakenham PS OSHC,CAT 4,Pakenham
992,254519,-37.7331287,144.6618068,Big Childcare - Rockbank PS OSHC,CAT 4,Rockbank
993,246593,-37.7117916,144.8194245,Big Childcare - St Augustine's PS OSHC,CAT 4,Keilor
994,208236,-37.7876896,145.3396138,Billanook College,CAT 4,Mooroolbark
995,208236,-37.7876896,145.3396138,Billanook College - Early Learning Program,CAT 4,Mooroolbark
996,293910,-38.1772129,145.1208403,Birches Early Learning Centre Frankston South,CAT 4,Frankston South
997,311479,-35.9844377,142.9084491,Birchip Early Learning Centre,CAT 4,Birchip
998,311479,-35.9844377,142.9084491,Birchip P-12 School,CAT 4,Birchip
999,166805,-38.3360589,143.7820728,Birregurra Preschool Centre,CAT 4,Birregurra
1000,447249,-37.5494121,143.8699404,Black Hill Primary School,CAT 4,Ballarat
1001,314032,-38.1489035,145.2894631,Bluebird Early Education Botanic Ridge,CAT 4,Botanic Ridge
1002,353146,-37.8806701,146.9793297,Boisdale Consolidated School,CAT 4,Boisdale
1003,353146,-37.8806701,146.9793297,Boisdale Consolidated School TheirCare,CAT 4,Boisdale
1004,113995,-37.4341381,144.7457423,Bolinda Primary School,CAT 4,Bolinda
1005,316507,-38.4119996,144.8869032,Boneo Primary School,CAT 4,Boneo
1006,316507,-38.4119996,144.8869032,Boneo PS TheirCare,CAT 4,Boneo
1007,449039,-37.6043263,143.8266074,Bonshaw Kindergarten,CAT 4,Sebastopol
1008,331243,-38.0559078,145.4468059,Boollam Boollam Child & Family Centre,CAT 4,Pakenham
1009,271213,-38.2596364,144.5571046,Boorai Centre Ocean Grove,CAT 4,Ocean Grove
1010,368520,-36.3384035,146.3109432,Borinya  Wangaratta Community Partnership,CAT 4,Wangaratta
1011,314032,-38.1501496,145.2872756,Botanic Ridge Family and Community Centre,CAT 4,Botanic Ridge
1012,314032,-38.1501496,145.2872756,Botanic Ridge Primary School,CAT 4,Botanic Ridge
1013,314032,-38.1501496,145.2872756,Botanic Ridge PS TheirCare,CAT 4,Botanic Ridge
1014,246578,-37.7028643,144.5452984,Botanica Springs Kindergarten,CAT 4,Brookfield
1015,442296,-37.5952114,143.8049648,Brady Bunch Early Learning Centre Delacombe,CAT 4,Smythes Creek
1016,134802,-37.8563149,141.7985006,Branxholme-Wallacedale Community School,CAT 4,Branxholme
1017,292376,-37.8424602,147.0669391,Briagolong Primary School,CAT 4,Briagolong
1018,292376,-37.8424602,147.0669391,Briagolong PS TheirCare,CAT 4,Briagolong
1019,292376,-37.8429121,147.071833,Briagolong Uniting Early Learning,CAT 4,Briagolong
1020,416428,-36.6030901,143.9451782,Bridgewater Primary School,CAT 4,Bridgewater On Loddon
1021,323052,-37.8303111,144.6546177,Bright Beginnings Learning Centre Tarneit Pty Ltd,CAT 4,Tarneit
1022,339270,-37.8771339,145.1892564,Bright Early Learning Centre (Glen Waverley),CAT 4,Glen Waverley
1023,355179,-38.0442921,144.1646352,Bright Minds Early Learning Centre Bannockburn,CAT 4,Bannockburn
1024,56663,-37.2875298,144.9543286,Brighthouse Early Learning Kilmore,CAT 4,Kilmore
1025,68861,-37.2039288,145.0392181,Broadford Secondary College,CAT 4,Broadford
1026,400368,-36.4233706,145.8893629,Broken Creek Primary School,CAT 4,Broken Creek
1027,2715,-38.4770278,145.9373698,Brown Street Children's Centre,CAT 4,Leongatha
1028,159308,-38.2424804,142.9171162,Buckle My Shoe Terang PTY LTD,CAT 4,Terang
1029,322661,-38.1001363,145.9386996,Buln Buln Primary School,CAT 4,Buln Buln
1030,294274,-38.0234964,147.0130167,Bundalaguah Primary School,CAT 4,Bundalaguah
1031,130817,-37.5580846,144.0068692,BungaBuddies,CAT 4,Bungaree
1032,130817,-37.5580846,144.0068692,Bungaree Primary School,CAT 4,Bungaree
1033,401477,-38.3384164,144.2916178,Butterfield House Child Care and Kindergarten,CAT 4,Jan Juc
1034,156669,-37.6126014,145.1338221,Butterflies Childcare & Early Learning Centre,CAT 4,Doreen
1035,156669,-37.6062311,145.1363045,Butterflies Childcare & Early Learning Centre,CAT 4,Doreen
1036,295369,-38.281002,144.4848974,Camp Australia - Barwon Heads Primary School OSHC,CAT 4,Barwon Heads
1037,208236,-37.7876896,145.3396138,Camp Australia - Billanook College OSHC,CAT 4,Mooroolbark
1038,447249,-37.5494121,143.8699404,Camp Australia - Black Hill Primary School OSHC,CAT 4,Ballarat
1039,317798,-38.3387114,144.308329,Camp Australia - Christian College Geelong - Surf Coast Campus OSHC,CAT 4,Torquay
1040,271203,-38.1663563,144.5536814,Camp Australia - Clifton Springs Primary School OSHC,CAT 4,Clifton Springs
1041,255137,-37.7234945,145.1416621,Camp Australia - Eltham Leisure Centre OSHC,CAT 4,Eltham
1042,294178,-38.2625864,145.1690101,Camp Australia - Flinders Christian College Tyabb Campus OSHC,CAT 4,Tyabb
1043,153597,-37.5877032,143.7218781,Camp Australia - Haddon Primary School OSHC,CAT 4,Haddon
1044,339275,-37.8830709,145.2517125,Camp Australia - Knox Park Primary School OSHC,CAT 4,Knoxfield
1045,331243,-38.055695,145.4481289,Camp Australia - Kuyim Primary School OSHC,CAT 4,Pakenham
1046,253091,-37.6432716,144.5763555,Camp Australia - Melton Christian College -Toolern Vale Campus OSHC,CAT 4,Toolern Vale
1047,294513,-38.2485565,145.1058304,Camp Australia - Moorooduc Primary School OSHC,CAT 4,Moorooduc
1048,370384,-38.1795571,146.2927085,Camp Australia - Newborough East Primary School OSHC,CAT 4,Newborough
1049,156670,-37.6129052,145.1395585,Camp Australia - Plenty Valley Christian College OSHC,CAT 4,Doreen
1050,273251,-38.0545523,145.4048658,Camp Australia - St Brigid's Primary School Officer OSHC,CAT 4,Officer
1051,348506,-37.8421529,144.7288903,Camp Australia - St Clare’s Catholic Primary School Truganina OSHC,CAT 4,Truganina
1052,462936,-38.1590228,145.9119091,Camp Australia - St Joseph’s Primary School - Warragul OSHC,CAT 4,Warragul
1053,293910,-38.1738062,145.1138038,Camp Australia - Woodleigh Primary School OSHC,CAT 4,Frankston
1054,275046,-38.2496316,145.0936066,Camp Australia - Woodleigh School Penbank Campus OSHC,CAT 4,Moorooduc
1055,140386,-37.7918691,143.6085302,Cape Clear OSHClub,CAT 4,Cape Clear
1056,140386,-37.7918691,143.6085302,Cape Clear Primary School,CAT 4,Cape Clear
1057,322590,-38.0638376,145.5081766,Cardinia Lakes Early Learning Centre,CAT 4,Pakenham
1058,462070,-38.1453558,145.4238759,Cardinia Primary School,CAT 4,Cardinia
1059,276719,-37.7724389,145.1856673,Carey Baptist Grammar School - Donvale Campus,CAT 4,Donvale
1060,276719,-37.7724389,145.1856673,Carey Donvale OSHClub,CAT 4,Donvale
1061,276719,-37.7724389,145.1856673,Carey Early Learning Centre Donvale,CAT 4,Donvale
1062,378906,-36.3286795,146.4607938,Carraragarmungee Primary School,CAT 4,Londrigan
1063,182018,-37.5865906,141.4056107,Casterton Primary School,CAT 4,Casterton
1064,186202,-37.5901563,141.3887915,Casterton Secondary College,CAT 4,Casterton
1065,122926,-37.1315117,144.185831,Castlemaine Secondary College - Yapeen Campus,CAT 4,Yapeen
1066,87542,-36.3869557,146.32757,Cathedral College Wangaratta - Murdoch Road Campus,CAT 4,Wangaratta
1067,87542,-36.3869557,146.32757,Cathedral College Wangaratta TheirCare,CAT 4,Wangaratta
1068,332895,-37.9015507,145.1965543,Caulfield Grammar Pre-Prep,CAT 4,Wheelers Hill
