asset_id,location_id,original_latitude,original_longitude,facility_name,risk_category,suburb
1699,96159,-37.4727655,144.9777244,TeamKids - Beveridge Primary Arrowsmith Campus,CAT 4,Beveridge
1700,303476,-38.1316276,145.3261987,TeamKids - Clyde Primary,CAT 4,Clyde
1701,255107,-37.7214536,144.6977828,TeamKids - Deanside Primary,CAT 4,Deanside
1702,67932,-37.2961806,144.9475756,TeamKids - Kilmore Primary,CAT 4,Kilmore
1703,279447,-38.0891638,145.1356045,TeamKids - Seaford North Primary,CAT 4,Seaford
1704,322868,-38.1169707,145.2011139,TeamKids - Skye Primary,CAT 4,Skye
1705,252439,-37.6172894,145.0359506,TeamKids - Wirrigirri Primary,CAT 4,Wollert
1706,461188,-38.1874662,145.0752642,TeamKids- Kunyung Primary,CAT 4,Mount Eliza
1707,350711,-38.028283,144.0477431,Teesdale Children's Centre,CAT 4,Teesdale
1708,350347,-38.0297696,144.0550818,Teesdale CommunityOSH,CAT 4,Teesdale
1709,350347,-38.0290365,144.0572138,Teesdale Primary School,CAT 4,Teesdale
1710,159308,-38.2402852,142.924851,Terang Children's Centre,CAT 4,Terang
1711,159641,-38.2461903,142.9221014,Terang College,CAT 4,Terang
1712,159641,-38.2461903,142.9221014,Terang College TheirCare,CAT 4,Terang
1713,86922,-37.049656,146.0665279,The Farmhouse,CAT 4,Mansfield
1714,447734,-37.7287619,142.0351194,The Hamilton and Alexandra College - Junior Campus,CAT 4,Hamilton
1715,447734,-37.7281024,142.0351622,The Hamilton and Alexandra College Early Learning Centre,CAT 4,Hamilton
1716,32758,-38.3481694,141.5955642,The Karreeta Peeneeyt Mara Portland Child & Family Complex,CAT 4,Portland
1717,315838,-38.2876805,146.1775269,Thorpdale Kindergarten,CAT 4,Thorpdale
1718,315838,-38.288223,146.1794061,Thorpdale Primary School,CAT 4,Thorpdale
1719,182018,-37.5865906,141.4056107,Thrive OSHC Casterton,CAT 4,Casterton
1720,212361,-36.2459715,144.9479593,Tongala Community Activities Centre,CAT 4,Tongala
1721,377716,-38.0568675,146.6254554,Toongabbie Primary School,CAT 4,Toongabbie
1722,23383,-38.6651261,146.3267806,Toora Primary School,CAT 4,Toora
1723,394467,-38.1083237,145.38423,Topirum Primary School,CAT 4,Clyde North
1724,394467,-38.1083237,145.38423,Topirum Primary School Kindergarten,CAT 4,Clyde North
1725,23383,-38.6651261,146.3267806,TOSHcare,CAT 4,Toora
1726,369924,-38.2026843,146.5460776,Traralgon Early Learning Centre,CAT 4,Traralgon
1727,446754,-37.4377972,143.4701432,Trawalla Primary School,CAT 4,Trawalla
1728,446754,-37.4377972,143.4701432,Trawalla-Beaufort OSHClub,CAT 4,Trawalla
1729,93036,-36.0128479,146.0270855,Trikki Kidz Yarrawonga,CAT 4,Yarrawonga
1730,292442,-37.8192378,144.7216468,Truganina Community Centre Kindergarten,CAT 4,Truganina
1731,259357,-37.7050088,144.8586725,Tullamarine Early Learning Centre,CAT 4,Tullamarine
1732,209714,-36.1610624,145.8792572,Tungamah Primary School,CAT 4,Tungamah
1733,305620,-38.1382199,145.3073482,Turningpoint Early Learning Centre,CAT 4,Cranbourne
1734,295498,-38.083112,145.3521117,Turrun Primary School,CAT 4,Clyde North
1735,322884,-38.2564368,145.1900443,Tyabb Preschool,CAT 4,Tyabb
1736,390025,-35.5103146,142.8535031,Tyrrell College,CAT 4,Sea Lake
1737,390025,-35.5103146,142.8535031,Tyrrell College OSHC,CAT 4,Sea Lake
1738,379157,-36.2763701,145.218792,Undera Kindergarten,CAT 4,Undera
1739,379157,-36.2763701,145.218792,Undera Primary School,CAT 4,Undera
1740,322938,-38.1548144,145.181134,Veronica Street Children's Centre,CAT 4,Langwarrin
1741,15315,-38.5290967,145.558513,Village High School,CAT 4,Ryanston
1742,15902,-38.6067548,145.5928785,Village High School - Village High School - Watt St,CAT 4,Wonthaggi
1743,377903,-38.2394989,146.4195597,Virtual School Victoria - Bellum Bellum Blended Learning Hub,CAT 4,Morwell
1744,130820,-37.5548548,144.0498665,Wallace & District Kindergarten,CAT 4,Wallace
1745,294181,-38.2983511,145.174249,Wallaroo Community Centre,CAT 4,Hastings
1746,294181,-38.295475,145.172677,Wallaroo Primary School,CAT 4,Hastings
1747,108527,-35.9644292,147.7319509,Walwa Early Years Learning Centre,CAT 4,Walwa
1748,108527,-35.9644292,147.7319509,Walwa Primary School,CAT 4,Walwa
1749,354141,-37.8748997,145.2200636,Wantirna Kinder Haven,CAT 4,Wantirna South
1750,342990,-36.2575985,142.3881046,Warracknabeal Memorial Kindergarten,CAT 4,Warracknabeal
1751,342989,-36.2509656,142.3840759,Warracknabeal Neighbourhood House Take a Break Child Care Centre,CAT 4,Warracknabeal
1752,342990,-36.2581869,142.3897232,Warracknabeal Primary School,CAT 4,Warracknabeal
1753,342990,-36.2581869,142.3897232,Warracknabeal Secondary College,CAT 4,Warracknabeal
1754,342989,-36.2509656,142.3840759,Warracknabeal Secondary College - Warracknabeal and Community Re-engagement Program,CAT 4,Warracknabeal
1755,342990,-36.2581869,142.3897232,Warracknabeal Special Developmental School,CAT 4,Warracknabeal
1756,342990,-36.2575985,142.3881046,Warracknabeal Uniting Early Learning,CAT 4,Warracknabeal
1757,451574,-37.5741428,143.9279147,Warrenheip OSHC,CAT 4,Warrenheip
1758,451574,-37.5741428,143.9279147,Warrenheip Primary School,CAT 4,Warrenheip
1759,339272,-37.8780697,145.2150638,Waverley Christian College,CAT 4,Wantirna South
1760,339272,-37.8780697,145.2150638,Waverley Christian College (Early Childhood Service),CAT 4,Wantirna South
1761,183550,-36.7959078,144.2449646,Weeroona College Bendigo - Bendigo FLO,CAT 4,Kangaroo Flat
1762,23392,-38.666297,146.4308482,Welshpool and District Primary School,CAT 4,Welshpool
1763,23391,-38.6634269,146.4099872,Welshpool Kindergarten,CAT 4,Welshpool
1764,357719,-36.3299321,141.6606237,West Wimmera Health Service,CAT 4,Nhill
1765,156664,-37.6050644,145.0755294,Where We Grow - Mernda,CAT 4,Mernda
1766,252502,-37.7034044,145.1821676,Where We Grow - Research,CAT 4,Research
1767,74813,-36.727159,144.3043447,White Hills OSHClub,CAT 4,White Hills
1768,74813,-36.727159,144.3043447,White Hills Primary School,CAT 4,White Hills
1769,131308,-37.5149321,145.1136141,Whittlesea Primary School,CAT 4,Whittlesea
1770,131308,-37.5149321,145.1136141,Whittlesea PS TheirCare,CAT 4,Whittlesea
1771,77647,-36.5058681,146.5872553,Whorouly & District Kindergarten,CAT 4,Whorouly
1772,77647,-36.5054425,146.5866274,Whorouly OSHC,CAT 4,Whorouly
1773,77647,-36.5054425,146.5866274,Whorouly Primary School,CAT 4,Whorouly
1774,190297,-37.5451485,142.742268,Willaura & District Kindergarten,CAT 4,Willaura
1775,190297,-37.544536,142.7389073,Willaura Primary School,CAT 4,Willaura
1776,190297,-37.5436524,142.738536,Willaura Primary School OSHC,CAT 4,Willaura
1777,261929,-37.2591406,144.8882076,Willowmavin Primary School,CAT 4,Willowmavin
1778,357719,-36.3284492,141.6626865,Wimmera Lutheran College - Nhill Lutheran School,CAT 4,Nhill
1779,343389,-36.4574103,142.0381708,Wimmera Lutheran College - Wimmera Lutheran College - Dimboola Campus,CAT 4,Dimboola
1780,439245,-36.7075655,142.218327,Wimmera Lutheran College - Wimmera Lutheran College - Horsham Campus,CAT 4,Horsham
1781,163795,-38.2428053,143.9890645,Winchelsea House Occasional Care,CAT 4,Winchelsea
1782,436194,-38.1702765,145.82612,Windermere Child And Family Services,CAT 4,Drouin
1783,24568,-38.1769277,145.565516,Windermere OSHC Bayles,CAT 4,Bayles
1784,332901,-37.8951023,145.2638381,Windermere Reserve Kindergarten,CAT 4,Ferntree Gully
1785,79333,-36.5231124,146.0861452,Winton Primary School,CAT 4,Winton
1786,252439,-37.6172894,145.0359506,Wirrigirri Primary School,CAT 4,Wollert
1787,454878,-37.6434819,143.6839469,Woady Yaloak OSHClub - Smythesdale Campus,CAT 4,Smythesdale
1788,454736,-37.6328737,143.7566779,Woady Yaloak OSHClub Ross Creek Campus,CAT 4,Ross Creek
1789,122709,-37.6146568,143.5866317,Woady Yaloak OSHClub Snake Valley,CAT 4,Snake Valley
1790,454736,-37.6328737,143.7566779,Woady Yaloak Primary School - Ross Creek Campus,CAT 4,Ross Creek
1791,454878,-37.6434819,143.6839469,Woady Yaloak Primary School - Smythesdale Campus,CAT 4,Smythesdale
1792,122709,-37.6146568,143.5866317,Woady Yaloak Primary School - Snake Valley Campus,CAT 4,Snake Valley
1793,197690,-36.0937557,146.9033859,Wodonga Middle Years College - HighWater Campus,CAT 4,Wodonga
1794,243906,-37.7559813,145.092562,Wonderworld Childcare & Kinder,CAT 4,Bulleen
1795,323053,-37.8345366,144.6934242,Woodlands Tarneit,CAT 4,Tarneit
1796,323056,-37.8391006,144.7308891,Woodlands Truganina Pty Ltd,CAT 4,Truganina
1797,293910,-38.1722639,145.1138651,Woodleigh School - Minimbah,CAT 4,Frankston South
1798,275046,-38.2496316,145.0936066,Woodleigh School - Penbank,CAT 4,Moorooduc
1799,294170,-38.1915971,145.1749277,Woodleigh School - Senior Campus,CAT 4,Langwarrin South
1800,401458,-38.1726999,144.2889568,Woodline Primary,CAT 4,Ceres
1801,447448,-37.5596046,143.8947857,Woodmans Hill Secondary College,CAT 4,Ballarat East
1802,157418,-38.1874092,142.4326819,Woolsthorpe Primary School,CAT 4,Woolsthorpe
1803,42852,-38.2906977,142.4728803,Woolsthorpe PS TheirCare,CAT 4,Mailors Flat
1804,285309,-38.0923816,145.3685996,Wulerrp Secondary College,CAT 4,Clyde North
1805,209775,-36.1501614,145.4305201,Wunghnu Primary School,CAT 4,Wunghnu
1806,309338,-36.0761418,143.2280425,Wycheproof P-12 College,CAT 4,Wycheproof
1807,447251,-37.5549855,143.8978838,Y Learn and Swim,CAT 4,Brown Hill
1808,363799,-38.1618007,146.3613331,Yallourn North Kindergarten,CAT 4,Yallourn North
1809,363799,-38.1634806,146.3628905,Yallourn North Primary School,CAT 4,Yallourn North
1810,363799,-38.1634806,146.3628905,Yallourn North Primary School (OSHC),CAT 4,Yallourn North
1811,138688,-37.6482007,145.3751043,Yarra Glen Early Learning Centre,CAT 4,Yarra Glen
1812,138687,-37.6493113,145.3730012,Yarra Glen Primary School,CAT 4,Yarra Glen
1813,138687,-37.6493113,145.3730012,Yarra Glen PS TheirCare,CAT 4,Yarra Glen
1814,269952,-37.7901284,145.315946,Yarra Hills Secondary College - Mooroolbark Campus,CAT 4,Mooroolbark
1815,15996,-38.6180841,146.6667143,Yarram Early Learning Centre - Alberton OSHC,CAT 4,Alberton
1816,28951,-38.5682039,146.6844041,Yarram Secondary College,CAT 4,Yarram
1817,254757,-37.8379285,145.2818559,Yea High School - Chinese Community Centre,CAT 4,Bayswater
1818,365510,-38.3202966,146.3299908,Yinnar & District Kindergarten,CAT 4,Yinnar
1819,365510,-38.3216932,146.3293526,Yinnar Primary School,CAT 4,Yinnar
1820,365510,-38.3216932,146.3293526,Yinnar PS TheirCare,CAT 4,Yinnar
1821,322661,-38.1001363,145.9386996,YMCA – Buln Buln Primary School OSHC,CAT 4,Buln Buln
1822,374366,-38.2683574,146.4480531,YMCA – Hazelwood North Primary School OSHC,CAT 4,Hazelwood North
1823,140400,-37.6914216,144.4337731,YMCA Ballarat - Bacchus Marsh Grammar,CAT 4,Maddingley
1824,442042,-37.5201066,143.8220176,Yuille Park Community College - Young Parents Campus,CAT 4,Wendouree
1825,449032,-37.5208349,143.8253537,Yuille Park Community College - Yuille Campus,CAT 4,Wendouree
1826,378978,-36.2764779,145.4048129,Zeerust Primary School,CAT 4,Zeerust
